Vol,0.221629,Dir,41.652706
Vol,0.221629,Dir,41.652706
Vol,0.220584,Dir,41.652706
Vol,0.220584,Dir,41.652706
Vol,0.209682,Dir,41.652706
Vol,0.172165,Dir,41.652706
Vol,0.150246,Dir,41.652706
Vol,0.150246,Dir,41.652706
Vol,0.104312,Dir,41.652706
Vol,0.104312,Dir,41.652706
Vol,0.104312,Dir,41.652706
Vol,0.126123,Dir,41.652706
Vol,0.145843,Dir,41.652706
Vol,0.158381,Dir,41.652706
Vol,0.158381,Dir,41.652706
Vol,0.120954,Dir,41.652706
Vol,0.120954,Dir,41.652706
Vol,0.071675,Dir,41.652706
Vol,0.089614,Dir,41.652706
Vol,0.081158,Dir,41.652706
Vol,0.059322,Dir,41.652706
Vol,0.059322,Dir,41.652706
Vol,0.072798,Dir,41.652706
Vol,0.072798,Dir,41.652706
Vol,0.063907,Dir,41.652706
Vol,0.063907,Dir,41.652706
Vol,0.043943,Dir,41.652706
Vol,0.043943,Dir,41.652706
Vol,0.026991,Dir,41.652706
Vol,0.026991,Dir,41.652706
Vol,0.026991,Dir,41.652706
Vol,0.086314,Dir,41.652706
Vol,0.086314,Dir,41.652706
Vol,0.02379,Dir,41.652706
Vol,0.024931,Dir,41.652706
Vol,0.024931,Dir,41.652706
Vol,0.066587,Dir,41.652706
Vol,0.031315,Dir,41.652706
Vol,0.031315,Dir,41.652706
Vol,0.031315,Dir,41.652706
Vol,0.071286,Dir,41.652706
Vol,0.071286,Dir,41.652706
Vol,0.065023,Dir,41.652706
Vol,0.073908,Dir,41.652706
Vol,0.032318,Dir,41.652706
Vol,0.022923,Dir,41.652706
Vol,0.022923,Dir,41.652706
Vol,0.022923,Dir,41.652706
Vol,0.022015,Dir,41.652706
Vol,0.016761,Dir,41.652706
Vol,0.03668,Dir,41.652706
Vol,0.03668,Dir,41.652706
Vol,0.03668,Dir,41.652706
Vol,0.03598,Dir,41.652706
Vol,0.017908,Dir,41.652706
Vol,0.046011,Dir,41.652706
Vol,0.046011,Dir,41.652706
Vol,0.04706,Dir,41.652706
Vol,0.075095,Dir,41.652706
Vol,0.075095,Dir,41.652706
Vol,0.075095,Dir,41.652706
Vol,0.077199,Dir,41.652706
Vol,0.077199,Dir,41.652706
Vol,0.215748,Dir,41.652706
Vol,0.215748,Dir,41.652706
Vol,0.215748,Dir,41.652706
Vol,0.215748,Dir,41.652706
Vol,0.215748,Dir,41.652706
Vol,0.250717,Dir,41.652706
Vol,0.265049,Dir,41.652706
Vol,0.329654,Dir,41.652706
Vol,0.329654,Dir,41.652706
Vol,0.397088,Dir,41.652706
Vol,0.397088,Dir,41.652706
Vol,0.397088,Dir,41.652706
Vol,0.411033,Dir,41.652706
Vol,0.411033,Dir,41.652706
Vol,0.396548,Dir,41.652706
Vol,0.396548,Dir,41.652706
Vol,0.396548,Dir,41.652706
Vol,0.396548,Dir,41.652706
Vol,0.348772,Dir,41.652706
Vol,0.298586,Dir,41.652706
Vol,0.298586,Dir,41.652706
Vol,0.298586,Dir,41.652706
Vol,0.32593,Dir,41.652706
Vol,0.32593,Dir,41.652706
Vol,0.550779,Dir,41.652706
Vol,0.550779,Dir,41.652706
Vol,0.550779,Dir,41.652706
Vol,0.549311,Dir,41.652706
Vol,0.549311,Dir,41.652706
Vol,0.549311,Dir,41.652706
Vol,0.549311,Dir,41.652706
Vol,0.549311,Dir,41.652706
Vol,0.516531,Dir,41.652706
Vol,0.516531,Dir,41.652706
Vol,0.410879,Dir,-32.969894
Vol,0.410879,Dir,-32.969894
Vol,0.366902,Dir,-32.969894
Vol,0.522978,Dir,-33.27914
Vol,0.522978,Dir,-33.27914
Vol,0.470892,Dir,-32.547157
Vol,0.470892,Dir,-32.547157
Vol,0.505732,Dir,-32.547157
Vol,0.505732,Dir,-32.547157
Vol,0.435989,Dir,-32.547157
Vol,0.511065,Dir,-32.382381
Vol,0.511065,Dir,-32.382381
Vol,0.530508,Dir,-32.297314
Vol,0.530508,Dir,-32.297314
Vol,0.469054,Dir,-32.144642
Vol,0.416513,Dir,-32.144642
Vol,0.379036,Dir,-32.144642
Vol,0.352411,Dir,-32.144642
Vol,0.290487,Dir,-32.044098
Vol,0.290487,Dir,-32.044098
Vol,0.39515,Dir,-32.044098
Vol,0.39515,Dir,-32.044098
Vol,0.292418,Dir,-32.044098
Vol,0.233099,Dir,-32.044098
Vol,0.233099,Dir,-32.044098
Vol,0.181811,Dir,-32.044098
Vol,0.14356,Dir,-32.044098
Vol,0.138913,Dir,-32.044098
Vol,0.105355,Dir,-32.044098
Vol,0.15917,Dir,-32.044098
Vol,0.106022,Dir,-32.044098
Vol,0.106022,Dir,-32.044098
Vol,0.060469,Dir,-32.044098
Vol,0.0775,Dir,-32.044098
Vol,0.0775,Dir,-32.044098
Vol,0.070427,Dir,-32.044098
Vol,0.127094,Dir,-32.044098
Vol,0.127094,Dir,-32.044098
Vol,0.115512,Dir,-32.044098
Vol,0.115512,Dir,-32.044098
Vol,0.163077,Dir,-32.044098
Vol,0.132654,Dir,-32.044098
Vol,0.156306,Dir,-32.044098
Vol,0.166372,Dir,-32.044098
Vol,0.166372,Dir,-32.044098
Vol,0.159385,Dir,-32.044098
Vol,0.159385,Dir,-32.044098
Vol,0.159385,Dir,-32.044098
Vol,0.159385,Dir,-32.044098
Vol,0.159385,Dir,-32.044098
Vol,0.151968,Dir,-32.044098
Vol,0.116748,Dir,-32.044098
Vol,0.112888,Dir,-32.044098
Vol,0.130444,Dir,-32.044098
Vol,0.130444,Dir,-32.044098
Vol,0.130444,Dir,-32.044098
Vol,0.130444,Dir,-32.044098
Vol,0.105135,Dir,-32.044098
Vol,0.126928,Dir,-32.044098
Vol,0.111649,Dir,-32.044098
Vol,0.124517,Dir,-32.044098
Vol,0.148601,Dir,-32.044098
Vol,0.148601,Dir,-32.044098
Vol,0.148601,Dir,-32.044098
Vol,0.258999,Dir,-32.044098
Vol,0.384824,Dir,-32.044098
Vol,0.384824,Dir,-32.044098
Vol,0.534339,Dir,-32.044098
Vol,0.512123,Dir,-32.044098
Vol,0.512123,Dir,-32.044098
Vol,0.377819,Dir,-32.044098
Vol,0.377819,Dir,-32.044098
Vol,0.377819,Dir,-32.044098
Vol,0.377819,Dir,-32.044098
Vol,0.377819,Dir,-32.044098
Vol,0.384815,Dir,-31.929869
Vol,0.389226,Dir,-32.117287
Vol,0.438751,Dir,-32.117287
Vol,0.482755,Dir,-32.117287
Vol,0.482755,Dir,-32.117287
Vol,0.550378,Dir,-32.117287
Vol,0.520716,Dir,-32.117287
Vol,0.520716,Dir,-32.117287
Vol,0.505535,Dir,-32.117287
Vol,0.505535,Dir,-32.117287
Vol,0.505535,Dir,-32.117287
Vol,0.576111,Dir,-32.117287
Vol,0.576111,Dir,-32.117287
Vol,0.575944,Dir,-32.117287
Vol,0.536105,Dir,-32.117287
Vol,0.552654,Dir,-32.117287
Vol,0.55124,Dir,-32.117287
Vol,0.55124,Dir,-32.117287
Vol,0.504896,Dir,-32.117287
Vol,0.504896,Dir,-32.117287
Vol,0.460713,Dir,-32.117287
Vol,0.460713,Dir,-32.117287
